delivery_distance,order_value,traffic_severity,weather_severity,is_small_basket,is_long_distance,delivery_friction_index,delivery_delay
14.79,31.1,2,4,1,1,3.0,2.79
13.73,10.04,2,2,1,1,2.0,-2.84
7.92,24.53,3,2,1,0,2.5,16.98
9.81,41.85,2,2,1,0,2.0,6.05
10.31,49.11,3,1,1,1,2.0,-7.02
10.0,38.03,2,1,1,0,1.5,18.5
8.56,35.68,1,4,1,0,2.5,3.77
13.58,27.0,2,4,1,1,3.0,7.31
12.25,38.33,2,2,1,1,2.0,15.28
12.22,44.61,1,4,1,1,2.5,-4.27
12.96,39.43,2,2,1,1,2.0,-9.05
6.87,11.39,3,2,1,0,2.5,19.32
2.67,17.29,1,4,1,0,2.5,14.41
3.27,26.64,3,2,1,0,2.5,15.77
13.69,29.41,2,4,1,1,3.0,-1.52
11.39,42.55,2,2,1,1,2.0,1.27
3.45,38.57,2,4,1,0,3.0,-6.62
11.08,20.03,1,2,1,1,1.5,12.76
11.56,29.98,1,2,1,1,1.5,14.11
6.48,34.38,1,4,1,0,2.5,-0.53
6.15,10.56,2,1,1,0,1.5,13.57
5.71,15.76,1,1,1,0,1.0,10.58
11.66,28.61,3,2,1,1,2.5,17.98
12.58,21.7,1,1,1,1,1.0,-4.12
8.54,15.13,1,2,1,0,1.5,0.4
8.01,47.45,3,1,1,0,2.0,-9.94
11.78,9.88,2,4,1,1,3.0,10.92
7.18,47.46,3,4,1,0,3.5,11.16
14.48,42.75,3,1,1,1,2.0,-8.89
3.36,48.65,1,2,1,0,1.5,8.74
5.44,9.72,3,1,1,0,2.0,4.23
6.89,32.9,2,1,1,0,1.5,17.18
12.17,13.22,1,4,1,1,2.5,-6.07
14.08,16.84,1,2,1,1,1.5,6.55
3.63,47.09,3,1,1,0,2.0,5.08
4.24,25.33,1,1,1,0,1.0,5.09
4.05,49.16,3,1,1,0,2.0,14.14
7.38,8.41,1,2,1,0,1.5,18.56
10.02,27.93,3,4,1,1,3.5,14.76
3.45,39.71,3,4,1,0,3.5,-0.83
3.76,31.03,1,2,1,0,1.5,17.16
10.01,49.62,2,2,1,1,2.0,-6.55
11.27,21.54,1,2,1,1,1.5,1.28
4.13,36.95,1,2,1,0,1.5,14.28
12.95,7.9,1,1,1,1,1.0,-4.27
7.13,41.3,3,1,1,0,2.0,0.34
7.47,45.53,1,4,1,0,2.5,3.8
3.01,21.1,2,2,1,0,2.0,12.36
6.1,23.41,3,1,1,0,2.0,16.92
14.02,17.76,2,1,1,1,1.5,13.74
13.74,6.01,2,2,1,1,2.0,13.06
5.21,21.6,3,2,1,0,2.5,-6.58
14.34,35.18,3,4,1,1,3.5,12.65
7.88,46.76,1,2,1,0,1.5,6.5
12.78,33.96,3,2,1,1,2.5,0.82
7.14,48.68,1,4,1,0,2.5,18.83
9.07,11.53,3,1,1,0,2.0,-5.08
10.06,38.84,1,4,1,1,2.5,9.28
5.24,10.67,2,2,1,0,2.0,-1.87
8.67,38.93,1,4,1,0,2.5,15.08
3.86,31.63,3,4,1,0,3.5,0.03
5.66,27.78,3,2,1,0,2.5,-2.65
7.11,39.76,3,2,1,0,2.5,13.07
4.23,30.55,2,4,1,0,3.0,15.57
7.48,26.78,3,2,1,0,2.5,15.04
8.17,17.35,3,2,1,0,2.5,17.16
14.01,24.87,2,4,1,1,3.0,6.26
4.87,7.42,2,2,1,0,2.0,13.79
14.78,48.16,1,1,1,1,1.0,-3.57
8.06,5.99,1,2,1,0,1.5,-8.98
2.38,20.41,2,1,1,0,1.5,6.71
11.18,28.04,1,1,1,1,1.0,9.63
3.8,18.25,1,1,1,0,1.0,6.94
8.42,45.84,1,4,1,0,2.5,-4.38
9.84,16.68,1,2,1,0,1.5,-4.57
3.15,22.74,1,2,1,0,1.5,9.61
5.01,6.43,3,1,1,0,2.0,13.82
5.39,46.81,1,2,1,0,1.5,6.84
11.92,21.81,2,4,1,1,3.0,1.66
13.08,34.12,1,4,1,1,2.5,15.49
8.16,21.44,2,4,1,0,3.0,11.68
4.38,49.83,3,2,1,0,2.5,15.21
7.59,30.52,2,1,1,0,1.5,-1.0
12.19,12.56,2,2,1,1,2.0,8.11
14.43,15.39,2,1,1,1,1.5,3.87
4.53,15.9,3,4,1,0,3.5,4.06
5.28,25.1,2,1,1,0,1.5,-8.61
9.83,37.54,3,4,1,0,3.5,17.49
4.61,27.92,3,1,1,0,2.0,0.41
13.94,41.26,1,4,1,1,2.5,-9.07
12.79,18.73,1,1,1,1,1.0,-4.53
6.88,30.92,3,2,1,0,2.5,-0.67
13.64,44.37,2,1,1,1,1.5,-0.11
11.2,19.0,1,4,1,1,2.5,-7.31
12.33,44.02,1,2,1,1,1.5,4.26
14.06,24.62,3,2,1,1,2.5,7.62
5.5,22.37,3,2,1,0,2.5,12.87
13.26,10.13,3,2,1,1,2.5,7.9
6.46,32.67,1,4,1,0,2.5,-3.44
9.22,12.1,1,1,1,0,1.0,1.18
12.69,9.41,1,2,1,1,1.5,-6.95
5.68,36.9,2,2,1,0,2.0,-4.64
4.29,38.1,2,4,1,0,3.0,5.83
8.71,38.46,2,1,1,0,1.5,17.2
7.14,7.52,3,1,1,0,2.0,10.21
13.4,19.52,2,1,1,1,1.5,7.32
3.76,23.87,2,4,1,0,3.0,2.37
6.39,49.31,3,1,1,0,2.0,6.53
2.85,28.42,1,4,1,0,2.5,14.12
4.16,23.21,1,4,1,0,2.5,-5.12
4.1,20.2,3,2,1,0,2.5,-4.6
8.45,24.49,1,1,1,0,1.0,17.54
8.07,47.57,1,2,1,0,1.5,-9.61
11.31,25.0,1,2,1,1,1.5,-8.82
8.25,28.74,3,1,1,0,2.0,8.94
11.28,32.56,1,2,1,1,1.5,4.65
6.57,15.97,1,2,1,0,1.5,-6.22
3.32,43.79,3,2,1,0,2.5,14.86
9.87,16.16,3,2,1,0,2.5,12.28
11.47,19.86,1,4,1,1,2.5,-7.86
5.11,25.43,1,1,1,0,1.0,7.78
6.08,16.18,2,4,1,0,3.0,15.49
9.93,13.72,2,2,1,0,2.0,-4.13
8.71,15.03,1,2,1,0,1.5,12.27
7.45,34.42,1,1,1,0,1.0,-5.69
3.89,47.15,1,1,1,0,1.0,-5.24
13.84,31.12,2,1,1,1,1.5,17.82
8.38,29.91,2,1,1,0,1.5,-7.6
13.97,46.23,3,4,1,1,3.5,18.29
5.42,14.74,1,1,1,0,1.0,6.94
4.67,42.47,2,4,1,0,3.0,5.64
14.23,39.75,2,1,1,1,1.5,8.74
10.22,35.67,1,1,1,1,1.0,-9.33
8.84,48.79,1,2,1,0,1.5,-4.4
13.85,33.02,3,4,1,1,3.5,-5.51
3.42,48.26,3,4,1,0,3.5,13.4
11.12,6.41,3,2,1,1,2.5,1.79
2.88,41.9,3,1,1,0,2.0,2.5
11.23,5.43,3,1,1,1,2.0,9.93
10.19,45.25,2,1,1,1,1.5,-2.3
7.31,35.84,2,2,1,0,2.0,14.88
10.19,15.7,3,4,1,1,3.5,12.15
5.92,27.33,2,2,1,0,2.0,-0.37
4.35,35.12,3,2,1,0,2.5,8.66
12.3,31.59,1,1,1,1,1.0,10.44
3.23,45.12,1,4,1,0,2.5,-9.24
6.19,46.56,1,1,1,0,1.0,9.08
11.29,46.19,2,2,1,1,2.0,-6.79
2.29,12.25,3,4,1,0,3.5,-1.67
3.71,27.02,1,2,1,0,1.5,-2.63
5.21,40.92,3,1,1,0,2.0,6.88
4.69,25.68,2,2,1,0,2.0,8.97
11.92,30.32,1,2,1,1,1.5,-5.65
3.94,10.65,1,2,1,0,1.5,3.66
3.47,26.23,1,2,1,0,1.5,-2.49
10.81,22.73,1,2,1,1,1.5,-0.84
4.38,49.8,3,4,1,0,3.5,-9.47
7.03,32.04,2,2,1,0,2.0,13.66
9.71,35.46,1,4,1,0,2.5,16.0
12.55,39.31,3,2,1,1,2.5,7.63
14.48,32.37,1,2,1,1,1.5,12.28
4.91,27.86,1,1,1,0,1.0,7.02
10.29,19.31,3,2,1,1,2.5,-1.25
7.23,7.8,2,4,1,0,3.0,6.76
9.55,8.09,2,1,1,0,1.5,7.82
6.48,23.66,3,2,1,0,2.5,-7.53
8.81,21.58,1,2,1,0,1.5,18.41
3.85,36.1,3,4,1,0,3.5,-8.07
8.94,31.07,3,4,1,0,3.5,7.68
3.31,40.22,3,2,1,0,2.5,-4.79
14.64,28.04,1,1,1,1,1.0,-4.05
3.46,30.65,3,4,1,0,3.5,17.01
13.4,19.15,3,1,1,1,2.0,11.43
7.92,37.68,1,2,1,0,1.5,9.66
3.42,20.99,2,1,1,0,1.5,9.73
10.8,18.31,3,2,1,1,2.5,10.56
10.15,34.82,2,4,1,1,3.0,16.99
2.18,28.07,2,2,1,0,2.0,5.65
10.27,22.96,3,2,1,1,2.5,9.92
11.31,26.46,3,1,1,1,2.0,11.79
8.64,44.63,1,2,1,0,1.5,2.04
3.19,24.26,2,2,1,0,2.0,4.29
8.31,29.46,3,1,1,0,2.0,9.28
11.49,28.78,3,1,1,1,2.0,9.39
14.14,28.13,3,1,1,1,2.0,15.32
14.04,30.63,3,2,1,1,2.5,3.09
13.3,10.6,2,1,1,1,1.5,-2.38
2.49,9.77,2,1,1,0,1.5,-5.85
10.36,25.95,3,4,1,1,3.5,16.71
7.82,35.92,2,4,1,0,3.0,15.57
12.41,18.95,3,2,1,1,2.5,-3.07
10.34,39.75,1,4,1,1,2.5,-8.32
14.88,25.38,3,2,1,1,2.5,15.41
3.2,17.81,2,4,1,0,3.0,17.0
11.42,27.99,1,4,1,1,2.5,-4.46
2.32,11.7,2,1,1,0,1.5,-3.82
13.34,10.7,1,4,1,1,2.5,15.19
14.45,45.77,2,1,1,1,1.5,-8.26
10.73,13.66,2,1,1,1,1.5,-9.8
9.95,48.31,1,2,1,0,1.5,2.99
11.02,19.87,1,4,1,1,2.5,-0.05
10.32,40.84,3,2,1,1,2.5,-0.12
11.84,23.35,1,4,1,1,2.5,-5.4
13.19,33.53,2,1,1,1,1.5,-0.33
6.0,22.35,2,1,1,0,1.5,0.49
11.98,8.95,2,1,1,1,1.5,5.64
6.21,42.6,3,4,1,0,3.5,4.71
12.98,46.47,2,1,1,1,1.5,-9.33
7.22,49.69,3,4,1,0,3.5,-8.56
11.28,10.6,1,4,1,1,2.5,5.52
10.07,26.32,3,1,1,1,2.0,-5.75
9.36,13.74,3,1,1,0,2.0,-0.91
9.92,14.11,3,4,1,0,3.5,-1.48
14.44,31.34,3,4,1,1,3.5,11.4
2.5,41.57,2,4,1,0,3.0,-8.51
2.13,22.0,1,1,1,0,1.0,-4.76
6.62,21.58,3,1,1,0,2.0,3.61
4.96,46.61,2,4,1,0,3.0,2.63
7.76,38.84,1,4,1,0,2.5,-3.08
14.06,31.06,1,2,1,1,1.5,-1.64
11.03,22.84,2,1,1,1,1.5,2.43
13.66,12.38,3,4,1,1,3.5,-6.82
5.32,43.23,3,1,1,0,2.0,-5.3
13.86,6.74,1,4,1,1,2.5,19.78
2.53,24.21,1,1,1,0,1.0,-0.9
4.15,18.24,3,2,1,0,2.5,-2.44
4.53,12.32,3,4,1,0,3.5,6.47
7.8,42.79,2,1,1,0,1.5,19.41
4.74,22.66,2,2,1,0,2.0,15.73
6.68,33.68,2,2,1,0,2.0,6.05
9.92,13.41,3,4,1,0,3.5,-7.57
3.08,13.61,3,2,1,0,2.5,8.33
12.16,16.87,2,1,1,1,1.5,15.57
9.95,22.37,3,4,1,0,3.5,7.28
14.57,12.76,2,2,1,1,2.0,12.13
4.13,29.74,1,4,1,0,2.5,-5.66
4.19,7.39,1,2,1,0,1.5,-4.98
14.91,35.79,1,4,1,1,2.5,-3.52
12.62,7.64,2,4,1,1,3.0,-3.78
12.27,9.92,2,2,1,1,2.0,18.18
14.2,8.37,3,1,1,1,2.0,-9.16
6.43,39.56,1,2,1,0,1.5,1.01
2.03,8.62,3,2,1,0,2.5,3.63
5.07,45.57,2,1,1,0,1.5,14.81
4.79,32.65,1,2,1,0,1.5,10.95
5.4,36.15,1,1,1,0,1.0,8.22
7.46,27.63,1,2,1,0,1.5,0.45
12.82,22.68,3,1,1,1,2.0,11.35
5.1,5.78,1,1,1,0,1.0,9.8
3.1,47.96,2,2,1,0,2.0,-6.09
5.17,33.57,2,4,1,0,3.0,4.95
10.75,41.89,2,1,1,1,1.5,14.15
7.52,13.82,3,1,1,0,2.0,6.12
7.88,8.19,3,2,1,0,2.5,15.77
5.95,7.26,2,2,1,0,2.0,0.92
14.66,5.35,1,2,1,1,1.5,-1.29
10.08,46.59,1,1,1,1,1.0,-5.79
8.83,10.54,1,1,1,0,1.0,13.72
6.26,18.0,1,4,1,0,2.5,11.41
9.27,15.01,3,4,1,0,3.5,-6.59
12.72,17.75,1,1,1,1,1.0,-2.95
12.6,27.19,2,1,1,1,1.5,14.7
4.75,23.67,2,1,1,0,1.5,13.68
5.74,41.39,3,2,1,0,2.5,12.49
14.19,30.39,2,2,1,1,2.0,16.97
8.77,13.86,1,2,1,0,1.5,18.51
10.43,9.91,3,2,1,1,2.5,15.65
14.58,40.8,3,4,1,1,3.5,8.42
10.3,41.66,1,2,1,1,1.5,0.87
8.0,23.88,1,4,1,0,2.5,18.96
9.9,42.38,3,4,1,0,3.5,15.72
8.51,49.75,3,4,1,0,3.5,16.37
6.63,12.73,3,2,1,0,2.5,7.33
7.76,13.46,2,4,1,0,3.0,19.31
13.75,47.92,2,4,1,1,3.0,17.49
5.23,41.67,2,2,1,0,2.0,-2.08
10.9,7.78,2,4,1,1,3.0,-0.41
9.11,18.29,1,2,1,0,1.5,16.54
8.63,26.7,1,2,1,0,1.5,-4.84
7.96,35.41,3,4,1,0,3.5,-1.27
10.11,29.6,1,4,1,1,2.5,-0.37
12.16,8.68,3,1,1,1,2.0,3.06
14.86,9.16,2,1,1,1,1.5,15.73
6.23,37.52,3,2,1,0,2.5,-2.74
2.17,42.41,3,4,1,0,3.5,5.2
7.0,31.74,3,1,1,0,2.0,7.32
12.33,24.39,2,2,1,1,2.0,15.64
6.27,33.45,1,2,1,0,1.5,-5.48
2.05,13.03,1,1,1,0,1.0,0.67
14.71,35.8,2,4,1,1,3.0,0.92
9.66,42.97,3,1,1,0,2.0,2.56
9.74,30.54,3,4,1,0,3.5,1.56
10.48,49.61,2,1,1,1,1.5,-5.45
5.2,31.89,3,4,1,0,3.5,14.44
9.61,48.97,2,1,1,0,1.5,16.67
4.94,47.88,1,4,1,0,2.5,16.83
9.62,45.51,2,2,1,0,2.0,19.97
10.5,32.04,2,2,1,1,2.0,13.79
12.13,43.06,3,1,1,1,2.0,-7.28
5.09,9.06,2,2,1,0,2.0,8.17
10.18,36.65,3,1,1,1,2.0,-1.92
9.76,46.8,1,1,1,0,1.0,3.35
9.69,42.08,1,4,1,0,2.5,-5.28
12.73,44.8,3,2,1,1,2.5,15.14
5.3,12.21,1,4,1,0,2.5,1.63
7.18,25.83,2,4,1,0,3.0,-9.81
14.0,40.91,2,2,1,1,2.0,2.49
13.94,23.62,2,1,1,1,1.5,10.63
6.28,24.91,3,4,1,0,3.5,2.87
2.29,18.33,3,4,1,0,3.5,-6.74
5.87,43.55,1,2,1,0,1.5,12.84
9.7,35.43,3,4,1,0,3.5,7.11
13.47,35.96,2,2,1,1,2.0,18.86
4.65,41.1,3,1,1,0,2.0,-8.94
3.9,16.25,3,1,1,0,2.0,-6.12
9.57,23.24,2,2,1,0,2.0,-8.43
6.96,45.41,2,1,1,0,1.5,8.77
13.37,15.12,3,2,1,1,2.5,10.23
3.41,40.88,1,4,1,0,2.5,-9.23
2.49,49.61,2,1,1,0,1.5,9.25
6.17,20.48,3,1,1,0,2.0,17.81
8.21,9.43,2,4,1,0,3.0,3.35
12.32,13.54,3,1,1,1,2.0,19.27
7.88,43.21,3,1,1,0,2.0,10.26
2.57,31.75,1,1,1,0,1.0,4.9
6.36,29.96,1,2,1,0,1.5,4.89
13.65,37.76,2,1,1,1,1.5,-3.89
14.17,29.45,2,4,1,1,3.0,6.48
7.0,18.65,1,2,1,0,1.5,-2.64
2.08,17.58,3,4,1,0,3.5,15.34
12.58,34.36,1,1,1,1,1.0,-1.31
14.9,49.33,2,2,1,1,2.0,-0.56
14.42,24.14,1,2,1,1,1.5,1.54
3.72,6.28,3,1,1,0,2.0,8.09
14.9,32.38,2,4,1,1,3.0,-9.78
4.62,44.89,1,1,1,0,1.0,14.99
14.67,12.17,2,2,1,1,2.0,-4.41
11.94,33.78,3,1,1,1,2.0,12.04
8.57,11.65,1,4,1,0,2.5,-9.41
10.7,31.63,1,1,1,1,1.0,-0.22
8.89,24.18,1,4,1,0,2.5,8.85
6.99,6.28,1,4,1,0,2.5,11.03
2.07,14.47,2,1,1,0,1.5,19.61
14.29,5.32,2,1,1,1,1.5,6.23
2.66,43.16,3,4,1,0,3.5,-3.74
9.07,26.53,1,4,1,0,2.5,17.55
8.17,14.6,1,4,1,0,2.5,5.21
13.57,47.9,1,4,1,1,2.5,-6.67
12.67,47.73,2,2,1,1,2.0,-6.15
4.11,47.73,2,4,1,0,3.0,4.59
2.03,21.23,1,4,1,0,2.5,9.19
7.96,33.19,1,2,1,0,1.5,-9.37
5.5,13.36,3,4,1,0,3.5,4.84
4.12,20.81,3,2,1,0,2.5,6.27
6.93,18.78,3,1,1,0,2.0,13.64
13.24,21.75,1,4,1,1,2.5,4.95
3.36,15.68,3,2,1,0,2.5,0.13
3.68,9.89,2,2,1,0,2.0,6.45
8.01,36.44,2,4,1,0,3.0,-9.59
6.87,29.18,1,1,1,0,1.0,4.42
4.02,29.89,2,2,1,0,2.0,6.79
12.15,36.67,1,2,1,1,1.5,14.57
7.16,25.47,1,1,1,0,1.0,9.67
11.87,39.75,1,2,1,1,1.5,19.43
14.79,23.32,1,1,1,1,1.0,-4.14
8.85,17.02,3,2,1,0,2.5,9.78
7.65,39.98,2,1,1,0,1.5,3.97
3.22,10.81,1,4,1,0,2.5,-1.21
10.17,12.75,2,4,1,1,3.0,-5.89
11.02,9.99,1,2,1,1,1.5,10.62
2.71,26.1,2,4,1,0,3.0,-1.11
6.09,5.33,3,4,1,0,3.5,18.09
9.9,37.18,3,1,1,0,2.0,7.92
8.98,13.45,1,2,1,0,1.5,14.56
9.08,38.77,1,4,1,0,2.5,7.91
13.9,35.27,3,4,1,1,3.5,-4.06
11.24,8.04,2,1,1,1,1.5,2.59
11.97,32.54,1,2,1,1,1.5,-3.38
14.16,45.68,3,1,1,1,2.0,-2.55
14.42,14.03,1,4,1,1,2.5,12.02
7.26,21.39,2,2,1,0,2.0,11.98
2.58,37.78,1,2,1,0,1.5,-8.07
7.91,11.58,3,4,1,0,3.5,18.79
5.17,16.52,1,1,1,0,1.0,-3.55
2.17,29.14,1,4,1,0,2.5,2.33
6.77,14.89,3,4,1,0,3.5,-3.52
12.43,13.69,3,4,1,1,3.5,-1.29
12.54,39.34,3,1,1,1,2.0,9.44
14.36,7.98,1,1,1,1,1.0,8.49
14.85,46.17,2,2,1,1,2.0,16.08
12.97,38.78,1,1,1,1,1.0,19.41
11.47,32.65,2,4,1,1,3.0,8.12
14.73,7.37,3,4,1,1,3.5,-8.72
4.21,5.49,1,2,1,0,1.5,19.2
9.98,26.5,2,2,1,0,2.0,5.63
5.27,34.74,3,2,1,0,2.5,-7.72
7.94,21.73,3,1,1,0,2.0,-4.82
9.85,21.09,2,1,1,0,1.5,-8.41
11.77,13.16,2,1,1,1,1.5,7.97
7.45,49.74,3,4,1,0,3.5,4.23
5.99,11.27,1,2,1,0,1.5,6.26
4.69,40.39,3,1,1,0,2.0,9.12
6.43,45.37,1,1,1,0,1.0,17.18
14.33,47.62,2,2,1,1,2.0,-6.74
14.11,42.36,2,4,1,1,3.0,-8.49
13.22,14.83,1,2,1,1,1.5,19.38
12.09,43.08,3,1,1,1,2.0,13.64
4.48,12.45,2,4,1,0,3.0,-4.9
10.06,18.95,2,4,1,1,3.0,-1.19
11.39,40.28,1,1,1,1,1.0,4.52
11.1,48.77,1,4,1,1,2.5,0.23
9.47,44.68,2,1,1,0,1.5,5.1
13.6,7.63,2,1,1,1,1.5,6.34
6.9,17.61,1,2,1,0,1.5,19.25
14.14,11.21,1,1,1,1,1.0,-3.39
5.49,11.41,1,2,1,0,1.5,0.74
11.82,42.43,2,2,1,1,2.0,10.16
3.11,31.77,2,4,1,0,3.0,19.35
12.37,19.34,2,1,1,1,1.5,2.64
2.91,21.5,2,4,1,0,3.0,10.21
10.79,31.66,1,2,1,1,1.5,0.34
4.45,15.41,2,2,1,0,2.0,19.65
14.92,21.06,2,2,1,1,2.0,2.55
4.08,16.91,2,4,1,0,3.0,10.34
4.83,21.23,2,4,1,0,3.0,-7.06
2.33,14.07,2,1,1,0,1.5,-0.45
14.78,43.94,3,1,1,1,2.0,1.39
11.96,7.59,3,1,1,1,2.0,11.09
8.63,45.49,3,2,1,0,2.5,-3.57
2.25,49.64,1,1,1,0,1.0,8.99
11.56,23.47,1,2,1,1,1.5,14.06
4.86,24.2,2,2,1,0,2.0,-5.89
13.83,38.41,3,4,1,1,3.5,-3.39
7.19,22.0,3,1,1,0,2.0,9.1
6.82,25.48,1,4,1,0,2.5,16.43
10.89,22.24,2,1,1,1,1.5,11.17
5.43,29.28,2,1,1,0,1.5,-3.67
9.1,12.97,1,1,1,0,1.0,7.27
7.41,33.94,3,1,1,0,2.0,2.0
2.15,48.86,1,4,1,0,2.5,-0.52
5.72,12.98,1,2,1,0,1.5,-7.66
8.83,14.81,1,2,1,0,1.5,2.13
8.27,46.74,3,2,1,0,2.5,-0.91
12.96,8.06,1,2,1,1,1.5,18.31
4.34,8.27,3,4,1,0,3.5,-5.08
13.81,10.48,1,2,1,1,1.5,1.45
2.43,47.75,2,2,1,0,2.0,2.75
3.64,34.16,1,2,1,0,1.5,10.31
10.88,19.43,1,1,1,1,1.0,-2.94
11.63,23.09,2,2,1,1,2.0,19.32
13.8,21.62,3,1,1,1,2.0,10.84
14.93,26.92,1,1,1,1,1.0,-4.23
6.11,28.5,1,4,1,0,2.5,3.31
7.29,37.38,3,2,1,0,2.5,-7.29
6.82,7.58,1,2,1,0,1.5,-7.78
11.13,45.02,1,4,1,1,2.5,-6.61
5.16,37.89,2,2,1,0,2.0,-8.21
9.82,46.6,3,4,1,0,3.5,3.6
12.85,39.45,2,2,1,1,2.0,-9.24
11.64,9.34,1,2,1,1,1.5,10.34
10.66,33.9,3,4,1,1,3.5,14.46
7.23,45.42,3,1,1,0,2.0,4.86
10.48,30.98,3,2,1,1,2.5,6.84
3.17,35.96,3,1,1,0,2.0,4.23
13.06,31.15,1,2,1,1,1.5,-0.71
12.32,42.26,3,1,1,1,2.0,13.54
5.69,33.78,2,2,1,0,2.0,8.19
3.58,36.81,2,1,1,0,1.5,3.14
3.99,26.05,3,2,1,0,2.5,6.28
6.75,27.24,1,1,1,0,1.0,-8.87
12.82,24.53,1,4,1,1,2.5,-4.03
13.13,17.53,2,4,1,1,3.0,-7.9
3.43,46.36,2,2,1,0,2.0,12.73
7.51,43.5,3,2,1,0,2.5,16.5
5.0,47.41,3,1,1,0,2.0,3.08
2.5,25.53,1,4,1,0,2.5,-0.06
4.8,46.65,2,4,1,0,3.0,5.96
5.1,8.53,3,1,1,0,2.0,17.71
12.72,12.64,1,1,1,1,1.0,-0.51
6.49,16.13,1,4,1,0,2.5,15.93
3.56,11.68,2,2,1,0,2.0,4.19
10.6,42.83,2,4,1,1,3.0,-5.87
2.97,16.5,2,1,1,0,1.5,15.9
5.49,38.11,2,2,1,0,2.0,-1.8
12.53,38.48,3,1,1,1,2.0,-5.77
4.94,37.69,3,1,1,0,2.0,-8.36
14.01,28.96,2,4,1,1,3.0,10.42
14.52,46.7,2,1,1,1,1.5,-0.82
4.63,5.53,2,1,1,0,1.5,-8.28
5.21,26.25,2,1,1,0,1.5,-9.58
3.73,19.01,1,1,1,0,1.0,0.62
3.27,24.76,1,1,1,0,1.0,8.84
13.68,37.82,3,4,1,1,3.5,5.49
14.45,12.32,2,2,1,1,2.0,-8.06
14.07,6.31,3,1,1,1,2.0,0.35
14.95,41.99,2,2,1,1,2.0,7.95
8.85,5.91,1,4,1,0,2.5,-9.14
11.9,34.05,3,2,1,1,2.5,-9.49
14.08,47.93,2,2,1,1,2.0,-6.77
8.07,38.96,2,4,1,0,3.0,8.65
13.32,45.57,3,1,1,1,2.0,4.49
10.38,12.72,3,1,1,1,2.0,1.02
6.21,45.74,1,4,1,0,2.5,6.93
5.21,41.34,3,4,1,0,3.5,12.63
4.81,36.35,1,2,1,0,1.5,8.39
3.66,30.53,1,1,1,0,1.0,10.45
5.87,5.1,1,4,1,0,2.5,11.42
4.29,26.86,1,1,1,0,1.0,13.8
7.44,15.6,1,4,1,0,2.5,-5.4
10.25,28.81,2,4,1,1,3.0,-1.37
5.64,49.52,3,2,1,0,2.5,-1.49
13.16,23.07,2,4,1,1,3.0,-1.66
7.08,10.76,1,4,1,0,2.5,6.22
10.43,35.02,3,4,1,1,3.5,16.95
8.36,28.15,1,4,1,0,2.5,-5.46
7.69,13.56,1,1,1,0,1.0,-6.68
8.24,48.97,3,2,1,0,2.5,-3.04
6.99,16.14,2,2,1,0,2.0,3.15
14.52,13.65,3,1,1,1,2.0,18.41
9.1,25.54,2,4,1,0,3.0,10.16
11.45,9.9,1,4,1,1,2.5,3.94
13.9,26.84,3,1,1,1,2.0,5.33
13.02,15.52,1,2,1,1,1.5,4.61
10.09,10.02,2,4,1,1,3.0,-6.68
8.31,11.69,2,2,1,0,2.0,7.56
11.93,23.13,1,4,1,1,2.5,9.6
13.82,40.29,3,2,1,1,2.5,-8.2
14.19,22.78,3,2,1,1,2.5,3.07
14.59,39.69,2,1,1,1,1.5,-5.67
13.17,40.32,1,2,1,1,1.5,13.62
12.99,29.3,2,1,1,1,1.5,1.89
7.13,26.34,2,1,1,0,1.5,-9.87
4.05,34.2,3,4,1,0,3.5,-6.49
8.84,40.99,3,2,1,0,2.5,18.86
14.0,21.56,1,2,1,1,1.5,-5.26
7.69,45.13,2,1,1,0,1.5,-2.48
10.13,5.53,1,4,1,1,2.5,9.77
13.43,14.64,2,1,1,1,1.5,-2.59
3.74,23.05,2,1,1,0,1.5,16.94
13.75,44.64,3,1,1,1,2.0,15.78
2.47,35.98,3,1,1,0,2.0,10.88
7.25,37.21,3,2,1,0,2.5,-0.32
14.1,14.98,1,1,1,1,1.0,17.57
5.25,35.94,2,1,1,0,1.5,11.07
11.99,22.01,1,4,1,1,2.5,-8.86
7.49,30.37,3,4,1,0,3.5,-0.56
11.1,20.22,2,1,1,1,1.5,8.61
6.03,48.79,2,4,1,0,3.0,-3.3
6.54,37.6,3,4,1,0,3.5,-0.38
13.3,13.04,1,1,1,1,1.0,3.85
11.66,24.16,3,4,1,1,3.5,12.33
5.39,34.57,1,2,1,0,1.5,16.02
5.14,34.71,3,1,1,0,2.0,17.52
11.8,42.68,1,4,1,1,2.5,-8.47
11.62,19.93,2,2,1,1,2.0,3.15
8.72,8.1,1,2,1,0,1.5,10.36
4.48,16.27,1,2,1,0,1.5,10.93
6.62,28.11,3,4,1,0,3.5,18.33
10.69,20.17,1,4,1,1,2.5,-5.09
11.59,14.09,1,4,1,1,2.5,3.1
2.93,37.21,3,4,1,0,3.5,1.25
12.14,40.79,1,1,1,1,1.0,-2.18
3.22,40.45,3,1,1,0,2.0,8.49
10.5,15.31,2,1,1,1,1.5,19.0
11.94,35.37,3,2,1,1,2.5,5.4
4.2,31.34,2,1,1,0,1.5,-9.15
12.0,20.95,3,1,1,1,2.0,3.71
14.27,24.81,1,4,1,1,2.5,-0.06
2.09,5.13,2,4,1,0,3.0,18.3
4.03,13.59,2,2,1,0,2.0,-1.15
4.61,22.09,3,1,1,0,2.0,16.69
7.42,46.64,2,4,1,0,3.0,-6.25
